input_text,outcome
"IPC 120B and Prevention of Corruption Act, 1988 Sections 7, 11, and 13(1)(d) read with Section 13(2). T. Shankar Prasad and Ghaiz Basha, were convicted by the trial court for demanding a bribe from a dealer for stamping waybills. The High Court upheld the conviction, modifying the sentence. The Supreme Court examined the evidence and legal presumptions under the Prevention of Corruption Act, particularly regarding the acceptance of gratification. The accused argued lack of direct evidence and inconsistencies in the complainant's testimony.","Judgment against the petitioner. 
1. Madan Lal v. The State of Punjab (AIR 1967 SC 1590)
2. Hazari Lal v. State (Delhi Admn.) (1980 (2) SCC 390)
3. State of U.P. v. Dr. G.K.Ghosh (AIR 1984 SC 1453)"
"IPC Sections: Not available.
Case Summary: Hare Ram Pandey appealed against a Patna High Court judgment upholding his detention under the Bihar Control of Crimes Act, 1981. He argued the detention was unlawful and politically motivated due to an incident during elections. The High Court had rejected similar challenges in earlier petitions, stating the Act provides adequate safeguards. The Supreme Court dismissed the appeal, emphasizing limited scope for interference pre-detention, especially when the appellant is trying to delay the process of law. ","Judgment against the petitioner.
Case Law References:
1.  Additional Secretary to the Government of India and Ors. v. Smt. Alka Subhash Gadia and Anr. (1992 Supp (1) SCC 496)
2.  Sayed Taher Bawamiya v. Joint Secretary to the Govt. of India and Ors. (2000 (8) SCC 630)
3.  Sunil Fulchand Shah v. Union of India and Ors. (2000 (3) SCC 409)"
"IPC Sections 120B, 466, 468, 471, 420, 201 read with Section 34. A doctor (A-2) and his son (A-1) were accused of forging mark sheets for A-1 to gain admission to medical college. They allegedly manipulated marks, and A-4, an Assistant Registrar, helped create a forged mark list. A-1 used this forged mark sheet for college admission. The trial court convicted A-1 and A-2, and the High Court upheld convictions under Sections 471 and 420 read with Section 34, but set aside convictions under Sections 120B and 201.","Judgment against the petitioners. 

Case Law References:
1.  Madan Lal v. The State of Punjab (AIR 1967 SC 1590)
2.  Joti Parshad v. State of Haryana (AIR 1993 SC 1167)

3. Not Available"
"Sections 8(c), 22, 28, 29 & 30 of the Narcotic Drugs and Psychotropic Substances Act, 1985. The Narcotics Control Bureau (NCB) appealed against the Bombay High Court's decision to grant bail to Dilip Pralhad Namade, accused of manufacturing Mandrax tablets. The NCB argued that the High Court overlooked Section 37 of the NDPS Act, which restricts bail, and incorrectly based its decision on the non-supply of documents. The Supreme Court considered Section 37's limitations on bail, emphasizing the need for reasonable grounds to believe the accused is not guilty.","Bail granted by the High Court was overturned; judgment in favor of the Petitioner, Narcotics Control Bureau. 

Case Law References:
1.  Union of India v. Thamisharasi & Ors. (JT 1995 (4) SC 253)
2.  Union of India and others vs. Jaipal Singh 2003(7) Supreme 676
3.  Kunhayammed and others vs. State of Kerala and another (2000)6 SCC 359"
"Sections 7, 13(2) read with Section 13(1)(d) of the Prevention of Corruption Act, 1988. The accused, a Commercial Superintendent, was convicted for demanding and accepting a bribe. The High Court upheld the conviction but granted probation under Section 360 of the Code of Criminal Procedure, considering his age and family circumstances. The Supreme Court is reviewing the legality of granting probation given the minimum sentence prescribed by the Act.","Judgment in favor of the petitioner. The Supreme Court held that the High Court erred in extending the benefit of probation. The appeal was allowed with modification of the sentences of imprisonment alone and confined the sentence to the minimum of six months under Section 7 and one year under Section 13(2). The respondent was directed to surrender to custody to undergo the remaining period of sentence. 

Case Law References:

1.  State of J & K vs. Vinay Nanda [2001(2) SCC 504]: Supports the view that where a statute prescribes a minimum sentence, the court cannot reduce it further.
2.  New Central Jute Mills Co. Ltd. vs. The Astt. Collector of Central Excise, Allahabad and others (AIR 1971 SC 454): Regarding the applicability of Section 8 of the General Clauses Act.
3.  Superintendent Central Excise, Bangalore vs Bahubali, (AIR 1979 SC 1271): The Probation Act cannot be invoked if the special Act contains any provision to enforce the same without reference to any other Act containing a provision, in derogation of the special enactment."
"IPC Sections: 341, 324, 302, 147, 148, 201, 307, 323, 326, 342, 397 read with Section 149 and Section 120B and 109 IPC. The case involves an appeal against the Andhra Pradesh High Court's judgment acquitting respondents accused of the murder of two individuals due to inconsistencies in eyewitness accounts, delayed FIR filing, and doubts regarding the motive. The trial court had convicted some accused under various IPC sections, but the High Court overturned these convictions, citing incredibility in the prosecution's case.","Judgment in favor of the Petitioner. 

1. Bhagwan Singh and Ors. v. State of Madhya Pradesh (2002 (2) Supreme 567)
2. Shivaji Sahabrao Bobade and Anr. v. State of Maharashtra (AIR 1973 SC 2622)
3. Ramesh Babulal Doshi v. State of Gujarat (1996 (4) Supreme 167)"
"IPC Sections 302, 34. The appellants were initially acquitted by the Trial Court, but the High Court reversed the decision, convicting them under Section 302 read with Section 34 IPC for the murder of the deceased due to a property dispute and sentenced them to life imprisonment. The appellants appealed to the Supreme Court, arguing false implication and lack of common intention. The Supreme Court upheld the High Court's decision, finding sufficient evidence of common intention based on the appellants' actions and instigations during the crime.","Judgment against the petitioners. Case law references that support this outcome:

1.  Ramaswami Ayyanagar and Ors. v. State of Tamil Nadu (AIR 1976 SC 2027)
2.  Krishna Govind Patil v. State of Maharashtra (AIR 1963 SC 1413)
3.  Magsogdan and Ors. v. State of U.P. (AIR 1988 SC 126)"
"IPC Sections: 302, 304 Part II, 307. The State of Uttar Pradesh appealed against the Allahabad High Court's judgment, which convicted Virendra Prasad under Section 304 Part II IPC (culpable homicide not amounting to murder) instead of Section 302 IPC (murder) and limited his sentence to the period already served. The incident arose from a police raid on a gambling den where Virendra fired shots, resulting in the death of a police officer.","Judgment in favor of the petitioner.

Case Law References:
1.  Rajwant Singh v. State of Kerala (AIR 1966 SC 1874)
2.  Virsa Singh v. State of Punjab (AIR 1958 SC 465)
3.  State of A.P. v. Rayavarapu Punnayya (1976 (4) SCC 382"
"IPC Sections 302, 304, 323, 34: The State of Madhya Pradesh appealed against a High Court judgment that upheld the conviction of respondents under Section 323 read with Section 34 IPC, while acquitting A-11. The accused were charged with offences punishable under Section 302 read with Section 34 IPC and Section 323 IPC for allegedly causing the death of Ramdin and injuries to others during a sudden fight. The Supreme Court altered the conviction of respondents 2 to 10 to Section 304 Part II IPC and upheld the acquittal of respondent no. 11.","Judgment in favor of petitioner in part and against petitioner in part.

Case Law References:
1. Ashok Kumar v. State of Punjab (AIR 1977 SC 109)
2. Ch. Pulla Reddy and Ors. v. State of Andhra Pradesh (AIR 1993 SC 1899)
3. Not available"
"IPC Sections: 302, 34, 324, 323. The State of Madhya Pradesh appealed against the High Court's acquittal of the respondents, who were initially convicted by the Trial Court for the homicidal death of Dharamchand. The accused were charged under Section 302 read with Section 34 and Section 324 read with Section 34 of IPC. The High Court cited discrepancies in the FIR, investigation, and witness testimonies to acquit the accused.","Judgment in favor of the petitioner (State of Madhya Pradesh). The Supreme Court set aside the High Court's judgment and restored the Trial Court's conviction. 

Case Law References:
1. Balas Ram and Anr. v. State of U.P., AIR (1974) SC 2165
2. Ram Charan and Ors. \. The State of U.P., AIR (1968) SC 1270
3. Chittar Lal v. State of Rajasthan, (2003) AIR SCW 3466"
"IPC Sections: 409 (Criminal breach of trust by public servant, or by banker, merchant or agent), 405 (Criminal breach of trust), 34 (Acts done by several persons in furtherance of common intention), 380 (Theft in dwelling house, etc.).

Summary: The informant alleged that money was missing from a bank cash counter after being handed over for bank drafts. Accusations were filed against the Head Cashier and cash peon under Section 409 read with Section 34 IPC. The trial court convicted them, but the appellate court reversed, citing infirmities in evidence. The High Court upheld the reversal due to lack of proof of entrustment. The Supreme Court dismissed the appeal, holding that even if entrustment was proven, dishonest misappropriation or conversion to personal use was not established, a necessary ingredient for Section 409 IPC.","Judgment against the petitioner.

Case law references supporting this outcome are not explicitly stated in the provided text. Based on legal knowledge, similar cases may involve issues related to proving entrustment and dishonest intention in cases of criminal breach of trust. Here are some examples (but these are not from the case text):

1.  *Somnath Puri v. State of Rajasthan*, AIR 1972 SC 1490: This case emphasizes the importance of proving dishonest intention for a conviction under Section 409 IPC.
2.  *Surendra Prasad Verma v. State of Bihar*, (1999) 5 SCC 534: This case deals with the elements of criminal breach of trust, especially the aspect of entrustment.
3.  *Jaswantrai Manilal Akhaney v. State of Bombay*, AIR 1956 SC 575: This case clarifies the essential ingredients for establishing criminal breach of trust."
"IPC Sections: 147, 148, 149, 304, 351. This case involves an appeal against the Calcutta High Court's acquittal of five accused individuals. The trial court initially found them guilty under Sections 148 and 304 Part I read with Section 149 IPC for the assault and subsequent death of Jaba Dhibar. The High Court overturned this conviction, citing doubts about the credibility of key witnesses and lack of motive. The Supreme Court reversed the High Court's decision, reinstating the trial court's conviction, emphasizing the flawed reasoning of the High Court.","Judgment in favor of the petitioner. 
Case Law References:
1.  Masalti and Ors. v. State of U.P. (AIR 1965 SC 202)
2.  Lalji v. State of U.P. (1989 (1) SCC 437)
3.  State of U.P. v. Dan Singh and Ors. (1997 (3) SCC 747)"
"IPC Sections: 302, 326, 120-B, 34. 
The accused were initially convicted under Section 302 IPC for murder. The High Court altered the conviction to Section 326 IPC, finding doubt as to which injury caused death. The Supreme Court reversed the High Court's decision, holding that the accused acted with common intention and were guilty of murder. The Court restored the trial court's conviction under Section 302 IPC and sentenced the accused to life imprisonment.","Judgment in favor of the petitioner (State of Andhra Pradesh).

Case Law References:
1. Willie (William) Slaney v. State of Madhya Pradesh (AIR 1956 SC 116)
2. Dhanna etc. vs. State of Madhya Pradesh (AIR 1996 SC 2478)
3. Not available"
"IPC Sections 409 and 405. Anwar Chand Sab Nanadikar, a property clerk in a court, was accused of misappropriating court properties and selling them. The trial court acquitted him and four others charged under Section 411. The High Court overturned the acquittal for Anwar Chand Sab Nanadikar, convicting him under Section 409 IPC, sentencing him to one year imprisonment, leading to this appeal. The Supreme Court examined the evidence and High court analysis to come to a decision.","Judgment against the petitioner. 

Case Law References:
1. Rabindra Kumar Dey v. State of Orissa, AIR (1977) SC 170
2. Jaikrishnadas Manohardas Desai and Anr. v. State of Bombay, AIR (1960) SC 889
3. Not available"
"IPC Sections: Section 397, 401, 482 of the Code of Criminal Procedure, 1973; Section 59(2) of the Indian Forest Act, 1927; Article 227 of the Constitution of India, 1950.

Summary: The State of Himachal Pradesh appealed a High Court judgment that deemed the state's revision petition not maintainable against an order regarding the confiscation of a truck transporting resin. The Supreme Court held that while the High Court's view on the maintainability of the revision was likely correct, the High Court erred in not examining the case under Article 227 of the Constitution, particularly regarding the statutory presumption of state ownership of forest produce.","Judgment in favor of the petitioner (State of Himachal Pradesh). The Supreme Court set aside the High Court's judgment regarding the non-exercise of powers under Article 227 of the Constitution and directed the High Court to consider the proceedings as a petition under Article 227.

Case Law References:
1. Lila Vati v. State of Bombay (AIR 1957 SC 521)
2. Union of India v. A.V. Narasimhalu (1969 (2) SCC 658)
3. Not Available"
"IPC Sections 302, 34, 120-B. The case involves the murder of Dalbir, Vijender, and Smt. Kitabo. Dharambir, Joginder, and Karambir were accused. The trial court convicted them, awarding death sentences to Dharambir and Joginder (later commuted to life imprisonment by the High Court), and life imprisonment to Karambir. The informant appealed, seeking the restoration of the death sentence. Joginder died during the appeal.","Judgment partially in favor of the petitioner. The Supreme Court upheld the conviction of Dharambir, but acquitted Karambir, setting aside his life sentence. The appeal to reinstate the death sentence was dismissed.

Case Law References supporting the judgement:
Not available"
"IPC Sections 302 and 34. The appellants were convicted by the Trial Court under Section 302 read with Section 34 of the IPC and sentenced to life imprisonment for the murder of Khetrapal, who was about to execute a will in favor of Bhuri Singh (PW-1). The Allahabad High Court upheld the conviction. The Supreme Court dismissed the appeal, holding that the evidence of the injured eyewitness (PW-1) was credible and that Section 34 IPC was correctly applied, establishing joint liability in the commission of the crime.","Judgment against the petitioner. 

1.  Karnail Singh and Others v. The State of Punjab (AIR 1971 SC 2119): On inconsistency relating to distance based on medical opinion offered where direct evidence of the eyewitness is available.
2.  State of Uttar Pradesh v. Sughar Singh and Others (AIR 1978 SC 191): Reiterates the view in Karnail Singh's case on inconsistency relating to distance based on medical opinion offered where direct evidence of the eyewitness is available.
3.  Mahbub Shah v. Emperor (AIR 1945 Privy Council 118): On Section 34 and common intention."
"IPC Section 302 and Section 27 of Indian Arms Act. The State of Rajasthan appealed against the High Court's acquittal of Raja Ram, who was initially convicted and sentenced to death by the trial court for the homicidal deaths of five people. The prosecution's case relied on circumstantial evidence, including extra-judicial confessions and bloodstained clothing. The High Court found the evidence unreliable, particularly the testimonies of key witnesses, and acquitted the accused. The Supreme Court upheld the High Court's decision, refusing to interfere with the acquittal.","Judgment in favor of respondent. Case Law References:
1. Bhagwan Singh and Ors. v. State of Madhya Pradesh (JT 2002 (3) SC 387)
2. Shivaji Sahabrao Bobade and Anr. v. State of Maharashtra (1973 (3) SCC 193)
3. Hanumant Govind Nargundkar and Anr. V. State of Madhya Pradesh, (AIR 1952 SC 343)"
"IPC Sections: 302, 307, 34. The State of Punjab appealed against the High Court's acquittal of Karnail Singh and Nirmal Singh, who were initially convicted by the Sessions Judge under Section 302 IPC for murder, and Section 307 read with 34 IPC for attempted murder. The prosecution's case was based on eyewitness accounts of the deceased's brothers who stated that the accused had enmity with the deceased because of an illicit relationship and fatally assaulted him.","Judgment in favor of the petitioner. The Supreme Court set aside the High Court's acquittal and restored the Trial Court's conviction, directing Karnail Singh to surrender. Case law references: 1. Bhagwan Singh and Ors. v. State of Madhya Pradesh (JT 2002 (3) SC 387), 2. Shivaji Sahabrao Bobade and Anr. v. State of Maharashtra (1973 (2) SCC 193), 3. Dalip Singh and Ors. v. The State of Punjab (AIR 1953 SC 364)"
"IPC Sections: Section 7 and Section 13(1)(d) r/w 13(2) of the Prevention of Corruption Act, 1988, Section 433(c) of the Code of Criminal Procedure, 1973. The High Court commuted the sentence of Prem Raj, convicted under the Prevention of Corruption Act, directing the State Government to formalize the commutation upon deposit of an enhanced fine. The Supreme Court addressed whether the High Court acted within the law by exercising power under Section 433(c) of the Code of Criminal Procedure, as the power of commutation rests exclusively with the executive. The court set aside the High Court's order, affirming that the power of commutation lies solely with the government.","Judgment against the petitioner. 

Case Law References:
1. Delhi Administration (Now NCT of Delhi) vs. Madan Lal (2002 (6) Supreme 77): Affirms that the power under Section 433 Cr.P.C. is an executive discretion and cannot be exercised by the High Court.
2. State of Punjab v. Kesar Singh (1996 (5) SCC 495): States that the High Court can only direct consideration of premature release by the Government and cannot order the premature release itself, as the power under Section 433 Cr.P.C. vests in the Government.
3. 41st Report of the Law Commission:  The report discusses the power to commute sentences, emphasizing that it lies with the executive branch, and these powers are ancillary to those of the President and Governors under the Constitution."
"IPC Sections 376(2)(g), 376/506, 511, 354, 34. The appellants were convicted by the trial court under Section 376(2)(g) for allegedly raping a minor. The High Court upheld the conviction. The prosecutrix alleged the accused dragged her to a field and raped her. Other witnesses, including the prosecutrix's mother, did not support the prosecution's version during trial. The Supreme Court re-evaluated the evidence, noting discrepancies in the prosecutrix's statements and lack of specific evidence of penetration.","Judgment in favor of the petitioner. The Supreme Court set aside the conviction under Section 376(2)(g) and instead convicted the appellants under Section 354 read with Section 34 IPC for indecent assault. The court sentenced them to two years of custodial sentence and a fine.

Case law references that support this outcome are unavailable in the case text."
"IPC Sections: 147, 148, 302 read with 149, and 307 read with 149. 

Summary: Several individuals were tried for offenses including rioting, unlawful assembly, murder, and attempted murder after a violent incident during a Panchayat (village meeting) over a land dispute. The Trial Court convicted several. The High Court acquitted some and maintained convictions for others. The Supreme Court upheld most convictions, emphasizing the principle of constructive liability under Section 149 IPC but acquitted Raj Pal.","Judgment: The appeal of Raj Pal was allowed, and he was acquitted. The appeals of Charan Singh, Dev Dutt, Virender, Kunwar Pal, and Harkesh were dismissed, upholding their convictions.

Case Law References:
1.  Masalti v. State of U.P. - Addressed the issue of uniform evidence and the role of each assailant in an unlawful assembly.
2.  Lalji v. State of U.P. - Discussed how the common object of an unlawful assembly can be determined from the nature of the assembly and their behavior.
3.  State of U.P. v. Dan Singh - It is not necessary for the prosecution to prove which member of the unlawful assembly did which act."
"IPC Sections 420, 109, 34. This case concerns Devender Kumar Singla being found guilty of cheating under Section 420 IPC for issuing a cheque that was later dishonored after receiving shares from the complainant, Baldev Krishan Singla. The High Court convicted Devender, while acquitting his wife, Mala Singla. Devender appealed, arguing lack of evidence for delivery of shares and dishonest intent. The complainant appealed against Mala's acquittal. The Supreme Court upheld Devender's conviction but reduced his sentence and dismissed the appeal against Mala's acquittal.","The Supreme Court upheld the conviction of Devender Kumar Singla under Section 420 IPC but reduced his sentence. The appeal against the acquittal of Mala Singla was dismissed.

Case Law References Supporting the outcome:

1.  Bashirbhai Mohamedbhai v. State of Bombay, AIR (1960) SC 979.
2.  Shivanarayan Kabra v. State of Madras, AIR (1967) SC 986.
3.  Not available"
"IPC Sections: 409 (Criminal breach of trust by public servant, or by banker, merchant or agent), 405 (Criminal breach of trust), 34 (Acts done by several persons in furtherance of common intention), 380 (Theft in dwelling house, etc.).

The informant alleged that the accused, bank employees, misappropriated Rs. 1,50,200/- entrusted to them for preparing bank drafts. The Trial Court convicted the accused, but the Additional Sessions Judge and the High Court acquitted them due to infirmities in evidence regarding entrustment. The Supreme Court upheld the acquittal, stating that while the money was missing, there was no proof that the accused dishonestly misappropriated or converted the money for their use. Mere loss of money does not constitute criminal breach of trust.","Judgment against the petitioner.

1.  **Somnath Puri v. State of Rajasthan, (1972) 2 SCC 630:** This case emphasizes the necessity of proving entrustment and dishonest intention for a conviction under Section 409 IPC.
2.  **Surendra Prasad Verma v. State of Bihar, (1999) 5 SCC 268:** This case discusses the essential ingredients of Section 405 and 409 IPC, highlighting the need to prove dishonest misappropriation or conversion of property.
3.  **Jaswantrai Manilal Akhaney v. State of Bombay, AIR 1956 SC 575:** This case elaborates on the elements of criminal breach of trust, particularly emphasizing the dishonest intention of the accused in misappropriating or converting the entrusted property."
"IPC Section 133 of the Code of Criminal Procedure, 1973. The State of M.P. appealed against the High Court's decision that the Water (Prevention and Control of Pollution) Act, 1974, and the Air (Prevention and Control of Pollution) Act, 1981, impliedly repealed Section 133 of the CrPC. The Supreme Court addressed whether the enactment of the Water and Air Acts eclipsed the power of the Sub-Divisional Magistrate under Section 133 to direct closure of industries causing public nuisance due to pollution.","Judgment in favor of the petitioner. 

1.  Municipal Council, Palai through the Commissioner of Municipal Council, Palai v. T.J. Joseph (AIR 1963 SC 1561)
2.  Northern India Caterers (Private) Ltd. and Anr. v. State of Punjab and Anr. (AIR 1967 SC 1581)
3.  Ratan Lal Adukia and Anr. v. Union of India (AIR 1990 SC 104)"
"The case pertains to a petition filed under Article 32 of the Constitution of India, seeking to convert the death sentence of a convict to life imprisonment due to prolonged delay in execution. The petitioner claimed public interest based on a news report. The Supreme Court considered the maintainability of the petition and the locus standi of the petitioner in a public interest litigation. IPC sections are not explicitly mentioned, but the underlying concern relates to the execution of a sentence following due process.","The petition was dismissed. The court held that the petitioner lacked locus standi and the petition was not a genuine public interest litigation. 

Supporting Case Law References:

1.  Simranjit Singh Mann v. Union of India (AIR 1993 SC 280)
2.  Karamjeet Singh v. Union of India (AIR 1993 SC 284)
3.  Jasbhai Motibhai Desai vs. Roshan Kumar, Haji Bashir Ahmed & Ors. (1976 (1) SCC 671)"
"IPC Sections: Section 15 of the Narcotic Drugs and Psychotropic Substances Act, 1985.

Summary: Megh Singh's appeal against his conviction under Section 15 of the NDPS Act was dismissed by the High Court. He was found in possession of poppy husk. The Supreme Court upheld the conviction, stating that conscious possession was established, and Section 50 of the Act does not apply as there was no personal search. The Court distinguished the case from Avtar Singh, emphasizing that each case depends on its own facts.","Judgment against the petitioner.

1. Kalema Tumba v. State of Maharashtra and Anr. (JT 1999 (8) SC 293)
2. The State of Punjab v. Baldev Singh (JT 1999 (4) SC 595)
3. Gurbax Singh v. State of Haryana (2001(3) SCC 28)"
"IPC Sections: 376 (rape), 34 (acts done by several persons in furtherance of common intention), 228A (disclosure of identity of victim of certain offences). The case involves an appeal against the enhancement of sentence for the appellant, Bhupinder Sharma, who was convicted of rape under Section 376 read with Section 34 IPC. The High Court enhanced his sentence from four years to ten years. The victim was sexually assaulted by multiple individuals, including the appellant.","Judgment against the petitioner. 

Case Law References:
1.  Rafiq vs. State of U.P. 1981 AIR(SC) 96: Victim's testimony should be given due consideration.
2.  Bharwada Bhogiabhai and Hirjibhai vs. State of Gujarat 1988 AIR(SC) 753: Refusal to act on the testimony of the victim of sexual assault in the absence of corroboration is adding insult to injury.
3.  Pramod Mahto and others vs. The State of Bihar 1989 AIR(SC) 1475: In cases of gang rape, proof of completed act of rape by each accused on the victim is not required."
"IPC Sections 395, 120B, and Section 135 of the Bombay Police Act were initially invoked in an FIR concerning destruction and looting of shops. However, the prosecuting agency later deleted Sections 395 and 120B, leading to bail for the accused. The complainant sought re-investigation by an independent agency, alleging police bias due to local MLA influence. The High Court dismissed the writ petition, stating remedies exist under the Code of Criminal Procedure. The Supreme Court considered the appeal against this dismissal, focusing on the propriety of the investigation and the deletion of charges.","Judgment in favor of petitioner. The Supreme Court allowed for further investigation, citing Om Prakash Narang and Anr. v State (Delhi Admn.) (AIR 1979 SC 1791) which says further investigation is not ruled out merely because cognizance has been taken. The court can also alter the charge during trial as explained in Kantilal Chandulal Mehta v. State of Maharashtra (AIR 1970 SC 359). Sub-section (8) of Section 173 of the Code permits further investigation."
"IPC Sections: Not available. Summary: The Union of India appealed against a Delhi High Court judgment that deemed suspension under Rule 10(2) of the Central Civil Services (Classification, Control and Appeal) Rules, 1965, automatically ends upon release from detention. The Supreme Court overturned the High Court's decision, holding that a deemed suspension continues until modified or revoked by a competent authority, as per Rule 10(5)(a) and (c), regardless of whether the detention period has ended.","Judgment in favor of petitioner (Union of India). Case Law References: 1. Balvantrai Ratilal Patel v. State of Maharashtra (AIR 1968 SC 800)
2. Nelson Motis v. Union of India (1992 (4) SCC 711)
3. Institute of Chartered Accountants of India v. M/s Price Waterhouse and Anr. (AIR 1998 SC 74)"
"IPC Sections: 302, 307, 304, 308, 300, 80. Sukhdev Singh, a personal security officer, was convicted for offences under Sections 302 and 307 IPC. The High Court altered the conviction to Sections 304 Part-I and 308 IPC. The Supreme Court modified this further, holding Exception 4 to Section 300 applied, altering the conviction to Section 300 Part II. The case arose from a scuffle where Singh fired his pistol, resulting in the death of one person and injury to another.","Judgment against the petitioner. 

Case Law References:
1. Philips vs. R (1969 AC 100):
2. Atmendra vs. State of Karnataka (1998 (4) SCC 256)
3. K.M. Nanavati vs. State of Maharashtra (AIR 1962 SC 605)"
"IPC Sections: 302, 149, 148. Also mentions Section 27 of the Arms Act, 1959.

Summary: Fifteen individuals were tried for offenses including murder. The case stemmed from a long standing property dispute and resulted in the death of Sarjug Rai. Accusations against the accused included inflicting blows with lethal weapons, based on exhortation by Kamal Rai. The trial court convicted thirteen accused, later upheld in appeal, with some acquittals and deaths during the appeal process.","Judgment against the petitioner. The appeals were dismissed, upholding the conviction.

Case Law References:
1. Chikkarange Gowda and others v. State of Mysore (AIR 1956 SC 731)
2. Leela Ram (dead) through Duli Chand v. State of Haryana and Anr. (AIR 1999 SC 3717)
3. State of Rajasthan v. Kishore (AIR 1996 SC 3035)"
"This case involves a writ petition filed under Article 32 of the Constitution of India, concerning the propriety of appointing Respondent No. 3 as a Judge. The petitioner based the petition on a representation from a third party containing allegations against the respondent. The court found the petition to be an abuse of process, lacking genuine public interest, and motivated by self-publicity. The court emphasized that PIL should not be a tool for personal vendettas or publicity stunts. ","Judgment against the petitioner. 

Case Law References:
1. Janata Dal v. H.S. Chowdhary and Ors. (1992 (4) SCC 305)
2. Kazi Lhendup Dorji vs. Central Bureau of Investigation, (1994 Supp (2) SCC 116)
3. Ramjas Foundation vs. Union of India, (AIR 1993 SC 852)"
"IPC Sections: Section 409 of the Indian Penal Code, 1860; Section 5(2) of the Prevention of Corruption Act, 1947. 

Case Summary: N. Bhargavan Pillai was convicted under Section 5(2) of the Prevention of Corruption Act and Section 409 IPC for misappropriation of stock while working as a Unit Manager in the Kerala State Civil Supplies Corporation. The High Court upheld the conviction. The Supreme Court was hearing an appeal against this conviction after Pillai's death, with his legal representatives impleaded. The key issue was whether sanction for prosecution was required after his retirement and whether the Probation of Offenders Act could be applied.","Judgment against the petitioner. The Supreme Court dismissed the appeal, upholding the conviction. 

Case Law References:
1. Kalicharan Mahapatra v. State of Orissa (1998 (6) SCC 411)
2. R. Balakrishna Pillai v. State of Kerala (AIR 1996 SC 901)
3. State of M.P. v. M.P. Gupta (JT 2003 (10) SC 32)"
"IPC Sections: 302, 307, 447 and Section 25 of the Arms Act. 

Summary: The appeal challenges the Calcutta High Court's acquittal of the accused, who was initially convicted by the trial court under Sections 302 and 307 IPC and Section 25 of the Arms Act for a shooting that resulted in death. The High Court favored the defense version, citing inconsistencies between medical and ocular evidence and discrediting the dying declaration. The Supreme Court reviews the High Court's decision, focusing on the validity of the acquittal and the evidence presented.","Judgment against the petitioner. 

Case Law References:
1. Bhagwan Singh and Ors. v. State of Madhya Pradesh, [2002] 2 Supreme 567
2. Shivaji Sahabrao Bobade and Am. v. State of Maharashtra, AIR [1973] SC 2622
3. Ramesh Babulal Doshi v. State of Gujarat, [1996] 4 Supreme 167"
"IPC Sections: 376 (rape), 511 (attempting to commit offences punishable with imprisonment).

Summary: The accused was convicted of rape under Section 376 IPC for allegedly raping a girl. The High Court upheld the trial court's decision. The Supreme Court considered whether ejaculation without penetration constituted rape. The court found that penetration is essential for rape, and in the absence of proof of penetration, the conviction was altered to attempt to commit rape under Section 376/511 IPC.","Judgment in favor of the petitioner. Conviction altered from Section 376 IPC to Section 376/511 IPC.

Case law references supporting the outcome: Not available."
"IPC Sections: 302, 34. Arms Act Sections: 25, 27. Main Pal and another were acquitted by the trial court for offenses under Section 302 read with Section 34 of the IPC and Sections 25 and 27 of the Arms Act. The High Court reversed the acquittal, finding them guilty and imposing life sentences. The Supreme Court reviewed the High Court's decision regarding the appeal against acquittal.","Judgment against the petitioner.
1. Bhagwan Singh and Ors. v. State of Madhya Pradesh (2002 (2) Supreme 567)
2. Joseph v. State of Kerala ( 2003 (1) SCC 465)
3. Devatha Venkataswamy @ Rangaiah v. Public Prosecutor, High Court of A.P. (2003 (10) SCC 700)"
"IPC Sections: Section 302 read with Section 34. 

Summary: The State of Punjab appealed against the High Court's decision to acquit Pohla Singh and another, who were initially convicted by the Sessions Judge for murder. The incident involved a fatal attack on Mandip Singh. The High Court cited delays in filing the FIR and sending the special report to the Magistrate and improbability of the time of incident as reasons for acquittal. The Supreme Court overturned the High Court's decision, finding that the High Court acted on surmises and conjectures rather than legal evidence, restoring the Trial Court's judgment and directing the respondents to surrender.","Judgment in favor of petitioner.

1. Bhagwan Singh and Ors. v. State of Madhya Pradesh, JT (2002) 3 SC 387
2. Shivaji Sahabrao Bobade and Anr. v. State of Maharashtra, [1973] 2 SCC 793
3. Dalip Singh and Ors. v. The State of Punjab, AIR (1953) SC 364"
"IPC: Not Available.
This case involves an appeal against a Delhi High Court judgment that quashed the sanction granted by the Governing Body of AIIMS to prosecute Dr. R.C. Anand, an employee, for allegedly demanding illegal gratification. The High Court believed the Governing Body couldn't overrule the President's initial denial of sanction. The Supreme Court examined whether the Governing Body's decision suffered from any infirmity.","Judgment in favor of the petitioner, State(Anti Corruption Branch)Delhi. 

Case Law References:
1. Mansukhlal Vithaldas Chauhan v. State of Gujarat [1997 (7) SCC 622]: Grant of sanction cannot be an empty formality.
2. Kalpnath Rai v. State (through CBI) (1997 (8) SCC 732): The sanctioning authority is not required to wait for the report of the experts. The sanctioning authority has only to see whether the facts disclosed in the complaint prima facie disclose commission of an offence or not.
3. Jaswant Singh v. State of Punjab (AIR 1958 SC 124): The order of sanction must ex facie disclose that the sanctioning authority had considered the evidence and other material placed before it."
